No,reviewId,Ulasan,Rating,Tanggal,Label Tipe,Aspek/Modul,Alasan_Singkat (opsional),Ambigu? (Y/N),Untuk_Sampel_Kappa? (Y/N),Nama Aplikasi
17090,52f63153-c4c9-4923-8142-4964615df2fa,tolong kenapa aplikasi nya jelek yah masa gak aplikasi ini gak bisa di gunakan nik yang berbeda jadi ribet dehh ahh padahal punya masing2 akun..kasian yg gk punya hp🙏🙏🙏😭😭😭,2,2026-04-04,Feature Request,Login/OTP/Verifikasi,,,N,Mobile JKN
14486,62b0ebcf-28d7-4974-a94b-cd4ea620a624,okeyy,5,2026-04-21,Other,Other,,,N,Mobile JKN
6207,860a7173-104d-4d50-a0fa-2172c2c0c5d8,Tolong dong diupdate verifikasi SMS OTP nya ga bisa.. atau dikasih opsi verifikasi dengan WA atau Email biar mempermudah...,3,2026-06-12,Feature Request,Login/OTP/Verifikasi,,,N,Mobile JKN
9035,c7c499af-0d54-4f24-ab90-fc9430536288,makan tuh bintang 5 APLIKASI SAMPAH,5,2026-05-21,Other,Other,,,N,Mobile JKN
4411,7a0f9b6b-33ba-4193-9448-87e970f3ed9d,"sangat membantu sekali, trims mobile JKN",5,2026-06-27,Other,Other,,,N,Mobile JKN
5373,a3b7f326-7473-40db-b70c-be68bfdef861,dapat kes yang bagus,5,2026-06-19,Other,Other,,,N,Mobile JKN
7622,9596749c-b880-4d1a-8489-eb21c22a1a81,"aplikasi ini memang membantu dan memudahkan, tapi terlalu sering eror, bug aplikasi kalau sudah akhir bulan, sering bgt eror. cukup menjengkelkan nih kadang, mohon dong diupgrade lagi padahal semua pelayanan dialihkan kesini, tapi aplikasinya sering eror.",2,2026-06-02,Bug Report,Peforma Umum,,,N,Mobile JKN
10002,c1e3bb27-7b11-4e35-8bb5-4e1a556c2513,informasi lengkap,5,2026-05-16,Other,Other,,,N,Mobile JKN
4,77554ebc-7626-40ec-a38e-756cf43a8659,knp notifikasi ganti PIN sering sekali dan knp sering logout sendiri,5,2026-07-30,Bug Report,Login/OTP/Verifikasi,,,N,Mobile JKN
7347,692e06b5-c312-4386-9eb7-5395dd625f26,terima kasih atas pelayanya,5,2026-06-03,Other,Other,,,N,Mobile JKN
18220,eedf80e0-a4b1-40d7-a873-82e46edb6288,sangat mntp,5,2026-03-29,Other,Other,,,N,Mobile JKN
7418,2b9148db-d3af-49a6-af46-84bc40d73c6a,"kenapa ribet banget sering terkunci sendiri aplikasi nya mana ada daftar yg di wkt di paskes pertamanya giliran mau buka apl malah kekunci harus daftar ulang tolong perbaiki ya sy sudah bbrp kali begini bikin emosi jiwa aja udh bpjs bayar,tp pelayanan kaya gini mengecewakan kerja begini aja kagak becus bpjs nih gimana😡",1,2026-06-03,Bug Report,Login/OTP/Verifikasi,,,N,Mobile JKN
19448,6cd841dc-35c0-4093-b887-29aa7b82c6df,NIK sudah benar dibilang salah terus mau login susah,1,2026-03-12,Bug Report,Login/OTP/Verifikasi,,,N,Mobile JKN
2178,e3566c2c-6ba9-4f1b-bee4-e680f3193880,ok. cepat dan mudah tanpa bantuan orang lain,5,2026-07-13,Other,Other,,,N,Mobile JKN
3928,4b6f9a68-4ff6-46fc-84c1-636a2504e517,"kenapa sih sering ter logout sendiri,ya kali baru 3 hr login itupun du bantu org di kantor bpjs eh sekrg udh ter logout sendiri,pdhl ga di apa2in terkeluar sendiri,di kira kantor bpjs sebelah rumah apa,jauh tau kesana itu,bikin repot aja!!! sandi udh bener,capcha udh bener masih di bilang salah",1,2026-06-30,Bug Report,Login/OTP/Verifikasi,,,N,Mobile JKN
17774,4c0416b3-5f99-42d8-8718-c3c7429b38c9,"ini aplikasi kenapa gak bisa connect ya? padahal internet pengguna dalam keadaan normal. Cobalah tolong dimaksimalin pelayanan aplikasinya, jangan hanya bisa menyalahkan jaringan internet pengguna",1,2026-03-31,Bug Report,Peforma Umum,,,N,Mobile JKN
3631,7203fe4a-80cf-4880-8e1a-9cfeb7812d12,"memang menyusahkan orang sakit ni aplikasi kode otp tak masuk"" hadehhh",1,2026-07-01,Bug Report,Login/OTP/Verifikasi,,,N,Mobile JKN
19776,3645269e-b09b-4306-b8c4-87bf30602cb3,yaallah ribet bngt BPJS ini w coba daftarin orang di mobile jkn susah bngt yg katanya nomor ga tercantum padahal apa daftar awal masukin berkas buat aktivasi aplikasi udah masukin nomor HP. bolah balik web apps web apps. kalau bisa web yaudah web aja gasiii seriuss mumettt mana yg sakit ngeluh muluuuu minta berobat mana aplikasi kek eek meong gini astagfirullah banget yatuhannnnnn,1,2026-03-09,Bug Report,Login/OTP/Verifikasi,,,N,Mobile JKN
15092,73261a45-adbb-4c35-89b2-1a3a1d8e333a,"developer siapa ya kok tolol gini, seharusnya aplikasi itu memudahkan bukan menyulitkan",1,2026-04-17,Other,Other,,,N,Mobile JKN
18200,b95a2f28-8d35-49a8-a82f-8d29ea3676b5,penyakit app pemerintah selalu ada kendala entah di kode otp atau reload dan gagal kek ayo lah if you can make more easy dan simpel ga usah di ribet2 in udah pake email lagi pake nomer ujung2 nya pake nomer malah itu yg bikin ga bisa daftar kan kon,1,2026-03-29,Bug Report,Login/OTP/Verifikasi,,,N,Mobile JKN
9032,3e0e87be-3cf5-4a24-87fc-339a4d268fa6,"kadang bikin Gedeg hati, eror terusss,,",5,2026-05-21,Bug Report,Peforma Umum,,,N,Mobile JKN
17050,2fa4b27c-6a5d-4d7f-a3fd-15479a22aad7,kenapa kode tidak muncul di sms,1,2026-04-04,Bug Report,Login/OTP/Verifikasi,,,N,Mobile JKN
1352,a8a4dfa9-7640-46ba-b1b4-8dabe353741d,gbisa buat account mentok di verifikasi no tlpon OTP gl di kirim2 smpe berkali kali udh ku coba mohon segera karna ini menyangkut kesehatan masyarakat,1,2026-07-20,Bug Report,Login/OTP/Verifikasi,,,N,Mobile JKN
5998,87b06564-880c-4eaf-b407-6964a30d6ba1,kereeeen,5,2026-06-14,Other,Other,,,N,Mobile JKN
10521,1db3dc99-0e09-429c-b75f-ec9be9c04cd9,apaan applikasi ini... istri saya sdah ambil antrian eh pas sampe di rumah sakit di tolak lagi,1,2026-05-13,Other,Other,,,N,Mobile JKN
18690,26f5c7c9-82f2-4525-b437-cb93a3eb0bfb,membantu masyarakat kecil untuk berobat geratis,5,2026-03-23,Other,Other,,,N,Mobile JKN
6087,b97a03a5-61e9-4d73-864b-3578e84d9235,di perbarui bukannya lebih baik malah lebih buruk!! . tiap mau masuk tiba2 harus log in lagi . mana lg d buru2 . jd lama prosesnya .,1,2026-06-13,Bug Report,Login/OTP/Verifikasi,,,N,Mobile JKN
4484,40a111e8-c36c-435f-95c5-6bae256b1a97,mudah loadingnya,5,2026-06-26,Other,Peforma Umum,,,N,Mobile JKN
3894,df729de5-6736-42f9-82b0-b66256eea8fe,update trus tapi eror trus,1,2026-06-30,Bug Report,Peforma Umum,,,N,Mobile JKN
15211,897ea9da-219b-45f5-8df2-33a12f619528,Alhamdulillah...dengan adanya aplikasi jknmobile ini amat sangat mempercepat proses kesehatan baik berobat maupun sekedar ambil antrian tidak perlu bolak balik. serta bisa atur jadwal tindakan serta bisa juga liat ruangan kamar. ok,5,2026-04-16,Other,Layanan Inti,,,N,Mobile JKN
19432,e4a4f58b-ff49-4e54-ba2f-77507d74c0a8,"suka bgt sama aplikasi ini, sangat memudahkan",5,2026-03-12,Other,Other,,,N,Mobile JKN
14221,edb49ccc-4a57-4878-a7a2-7fec95d77ffa,"BPJS sy ditangguhkan karena kesalahan data dari Kemensos,yang menganggap saya anggota TNI/Polri/ASN/Anggota Dewan....padahal saya warga sipil biasa.....",5,2026-04-23,Other,Other,,,N,Mobile JKN
16063,fb772bfb-790f-4792-9786-9dc8bd30dc14,ini kenapa sih ganguan kah orang mau daftar rs susah amat aplikasi nya jelek banget,1,2026-04-11,Bug Report,Layanan Inti,,,N,Mobile JKN
5215,26efc679-0118-4ca2-84c9-392b0b5af2b9,apk gjels ngirim kode ga bisa' kocak,1,2026-06-21,Bug Report,Login/OTP/Verifikasi,,,N,Mobile JKN
5562,fc3220cb-8dbf-43a0-a605-4dbb059ffa81,baru mau coba,5,2026-06-18,Other,Other,,,N,Mobile JKN
3042,9719f9df-a7f3-4636-be59-0a5a659bc5be,Aplikasi sering error,1,2026-07-06,Bug Report,Peforma Umum,,,N,Mobile JKN
16707,157544c4-c064-44ec-a103-58991bc7115a,TOLONGLAH ORANG UDAH CAPEK ULANG² REGISTRASI DATA CUMAN NUNGGU KODE OTP YANG LAMBAT DIKIRIM VIA SMS !,1,2026-04-07,Bug Report,Login/OTP/Verifikasi,,,N,Mobile JKN
19383,98a01026-4ae0-4081-8c80-c87c4ea969bf,banyak trouble error,1,2026-03-13,Bug Report,Peforma Umum,,,N,Mobile JKN
962,cf230abd-5927-4b38-8d77-6ac6189e5107,apa ini? kok ga terkirim kode verifikasi otp nya ke pesan? uda berapa hari nyoba tetap aja gabisa... adooohhhhh,1,2026-07-22,Bug Report,Login/OTP/Verifikasi,,,N,Mobile JKN
15835,6f791bdc-81ba-4f30-b2ad-80b4075c8691,"aplikasi berfungsi dengan baik, mudah digunakan",5,2026-04-13,Other,Other,,,N,Mobile JKN
19337,beddf5eb-373f-4303-be2d-7c51168d24ab,"kenapa permintaan rujukan paskes pertama sangat di batasi? sampai"" penyakit anak saya telat di penanganan dari RS",2,2026-03-13,Other,Layanan Inti,,,N,Mobile JKN
5267,60fc7caa-40fc-4cdf-9645-3461ac20eb3e,terimakasih jkn mobile,5,2026-06-21,Other,Other,,,N,Mobile JKN
4586,6cee9946-8548-4cb3-ae0d-1c2f747d952e,"aplikasi gak jelas gak bisa login, captcha muter2 gak muncul2",1,2026-06-25,Bug Report,Login/OTP/Verifikasi,,,N,Mobile JKN
16753,8db103b7-08d9-4005-9f7c-c8072b739c5a,apk gak bisa di daftar percuma,1,2026-04-07,Bug Report,Login/OTP/Verifikasi,,,N,Mobile JKN
16239,88a2a5b0-8f68-4bb4-996b-73470b865aad,kirim otp nya lama bangett. dan nomor HP aku gak bisa masuk karena katanya sudah terdaftar. padahal belum pernah saya daftarin,1,2026-04-10,Bug Report,Login/OTP/Verifikasi,,,N,Mobile JKN
1914,cc90b7be-d537-4bc2-9d6b-b36764741191,daftar aja susah apk taii wkwkw,1,2026-07-15,Bug Report,Login/OTP/Verifikasi,,,N,Mobile JKN
10254,08677472-719c-4277-885a-40f1799c5281,"sangat mengecewakan. saya sudah memasukkan alamat email dengan benar, kode verivikasi yg dikirim ke saya lambat masuk. kemudian saya coba kirim alamat email lagi, dan kode nya masalah gagal . /tidak cocok. ini gimana sih ?? payah banget sistem nya. orang mau bayar aja dipersulit",1,2026-05-14,Bug Report,Login/OTP/Verifikasi,,,N,Mobile JKN
12267,6f338dfc-d262-4e4f-9dab-9c528382cc95,Aplikasi yang sangat membantu sekali dan mempermudah ketika sedang darurat,5,2026-05-04,Other,Other,,,N,Mobile JKN
15733,86f20a5d-894d-494b-acc2-2e0a6555e8b0,udah daftar tapi sering gabisa login,1,2026-04-13,Bug Report,Login/OTP/Verifikasi,,,N,Mobile JKN
14228,9d38d439-b7bc-424c-8026-a506096468f4,ok bngt,5,2026-04-23,Other,Other,,,N,Mobile JKN
4332,041351c2-3115-460c-8f8e-0d0a3beb101f,"administrasi nya sangat ribet dan lama, pengalaman buruk dan sangat mengecewakan. padahal saya disuruh dokter ronsen hari itu juga, tapi administrasi malah menunda dan memberi jadwal rosen 3 minggu lagi, hanya ronsen saja butuh waktu 3 minggu, kalo yg sakit parah keburu mati bos.. saya bpjs bayar gak gratis.. yg bayar aja pelayanannya jelek gimana yang gratis kacau bos. kapok make bpjs, gak lanjut lagi deh.. mending brobat mandiri aja di rumah.",1,2026-06-27,Other,Other,,,N,Mobile JKN
10147,5513f291-cbb5-4090-8074-98b42c3f0eb8,App pemerintah mana sih yang berguna? perbaiki skriningnya. wajib slrining tapi eror disimpan.,1,2026-05-15,Bug Report,Layanan Inti,,,N,Mobile JKN
3669,f91c0537-7941-445e-bc86-fe653aa24607,"sangat membnatu sekali, untuk mendaftar bpjs",5,2026-07-01,Other,Layanan Inti,,,N,Mobile JKN
4291,77173da1-41bc-4d19-83b9-ebb47eb54c4f,"nggak bisa ke install, padahal memori masih ada",4,2026-06-28,Bug Report,Peforma Umum,,,N,Mobile JKN
15429,29b276a2-d585-4247-907b-05469db1aa94,aplikasi pekok !!!!! di buka mental terus 😂😂,1,2026-04-15,Bug Report,Peforma Umum,,,N,Mobile JKN
9718,4bdb7063-f54f-4acd-b7ee-653e14009632,aplikasinya eror Mulu masa sering ke log out sendiri giliran mau masuk ulang server eror ga bisa masuk disuruh nyoba lain kali kan kocak,1,2026-05-18,Bug Report,Login/OTP/Verifikasi,,,N,Mobile JKN
18774,633aa1f4-1a06-4973-8502-a21efed992ce,"mau rubah nama bayi suruh wa pandawa, link susah dibuka giliran upload format sudah benar tidak bisa, mau jpg jpeg pdf tidak bisa semua. ini yg bikin link gimana sih, online susah minta ampun, sangat buruk. 👎👎👎👎👎👎",1,2026-03-21,Bug Report,Update Data,,,N,Mobile JKN
9517,151c75bd-bdab-41a9-8332-0cf18db823e3,semoga bermanfaat untuk semua pake Mobile JKN,4,2026-05-19,Other,Other,,,N,Mobile JKN
1511,4a4ba095-872e-4bdf-aa80-301f2100e664,mohon bantuannya untuk verifikasi kode dari SMS koq GK muncul muncul kenapa y,1,2026-07-18,Bug Report,Login/OTP/Verifikasi,,,N,Mobile JKN
13913,38651631-cc2a-4c52-be4a-e388ffb9a125,bagus suka baget.,5,2026-04-24,Other,Other,,,N,Mobile JKN
12588,31b21020-a539-4819-92c7-887478f33569,"bagus,banyak info kesehatan yg menarik",5,2026-05-03,Other,Layanan Inti,,,N,Mobile JKN
11488,b89b1ff1-76f7-4191-b4e7-1f6955a0430e,mau skrining kesehatan dan periksa sulit banget lewat apk nya,1,2026-05-08,Bug Report,Layanan Inti,,,N,Mobile JKN
16786,fb48fa9c-367e-4aff-8cb2-54ff5a9b90cd,"aplikasi sangat buruk, setiap sudah log-in malah Ter log-out sendiri dan mau log-in susahnya setengah mati tolong diperbaiki lagi sistem login nya supaya lebih baik lagi",1,2026-04-06,Bug Report,Login/OTP/Verifikasi,,,N,Mobile JKN
1474,6fd31913-d22a-4b89-9ebf-69b9bb315181,sangat membantu dalam mencari akses kesehatan terdekat,4,2026-07-19,Other,Layanan Inti,,,N,Mobile JKN
10433,14683f0e-2283-44fe-b627-c69c7ce32d85,belum maksimal,3,2026-05-13,Other,Other,,,N,Mobile JKN
14787,53ad01e4-a946-48eb-a76c-20c7d14f5d28,"sama seperti pengguna lain, otp sms nya tidak pernah bisa masuk. mohon segera diperbaiki",1,2026-04-20,Bug Report,Login/OTP/Verifikasi,,,N,Mobile JKN
14137,0350adb0-c1cc-4be7-a5b0-8a2a87ed9d49,alhamdulillah cukup mudah di gunakannya,5,2026-04-23,Other,Other,,,N,Mobile JKN
4223,a3995ba1-47d9-4f4a-88c4-2d61daf1b490,tolong dong riwayat sakit tahun 2024 tertera lagi. riwayat sakit tahun 2024 hilang.,1,2026-06-28,Bug Report,Layanan Inti,,,N,Mobile JKN
18233,dd2b3238-8f36-4d43-a8bd-fb361d95d021,"fast respon dan aplikasi no lemot , thank",5,2026-03-28,Other,Peforma Umum,,,N,Mobile JKN
13339,980240eb-b3de-4b05-a813-83b95c341e21,"akses mudah ,memudahkan pelayanan",5,2026-04-28,Other,Other,,,N,Mobile JKN
8553,fa593836-cd4d-4282-abb4-65fd54b465d4,"ribet bgt aplikasi nya, udahtau pake bpjs tuh ga mampu malah disuruh isi pulsa segala cuma buat dapetin sms otp",1,2026-05-25,Feature Request,Login/OTP/Verifikasi,,,N,Mobile JKN
4198,d6e9dba0-f477-48a6-b74c-a9369870b7e1,"server sering down, sudah terdaftar ga bisa login, padahal lagi penting bngt",2,2026-06-29,Bug Report,Login/OTP/Verifikasi,,,N,Mobile JKN
18651,af23270e-0eb9-4b62-b323-50e625aa4868,"tolong yang terhormat perbaiki jklnya error bgt kenapa setiap mau login tuh mla suruh masuk ya,dh gitu dah di masukin sandi dengan bnr mala salah,ribet banget",1,2026-03-24,Bug Report,Login/OTP/Verifikasi,,,N,Mobile JKN
2842,f8ba0325-7c4b-4e1b-a5d9-57888c749c8a,bagusss alii,4,2026-07-07,Other,Other,,,N,Mobile JKN
9641,322a3539-8e7d-4c7f-9a01-bedb40796749,aplikasi enggak guna,1,2026-05-18,Other,Other,,,N,Mobile JKN
3642,02ce9bef-72c9-4970-8ffc-bc471579365e,"mau daftar cek up ke puskesmas ga bisa terus, trus buat apa ada aplikasi kalau suruh lngsng datang mah. buang "" duit negara doang",1,2026-07-01,Bug Report,Layanan Inti,,,N,Mobile JKN
13138,46e27698-bb96-4abb-a6e4-ae6e7af7d173,"aplikasi ampas, Kode OTP ga masuk masuk, lewat gmail juga gabisaa",1,2026-04-29,Bug Report,Login/OTP/Verifikasi,,,N,Mobile JKN
110,8b7c1914-aa02-4101-9f82-a4d524837ad7,sangat bagus dan memudahkan,5,2026-07-29,Other,Other,,,N,Mobile JKN
18076,3f131af3-a38c-44e4-942c-2333c585474f,"mau login kok tdak bisa , ada note untuk coba beberapa saat lagi. apakahada eror aplikasinya?",4,2026-03-30,Bug Report,Login/OTP/Verifikasi,,,N,Mobile JKN
17419,8da8a8bc-8172-453e-831b-71348422565f,Alhamdulillah dengan adanya mobile JKN semua akses untuk kesehatan sangat mudah...🙂🙂,5,2026-04-02,Other,Layanan Inti,,,N,Mobile JKN
6006,5d8975aa-9493-44c9-97c6-ad094f3a4ef4,sangat memuaakan,5,2026-06-14,Other,Other,,,N,Mobile JKN
16540,c2405f92-121c-417c-9507-52d4c087a3f7,"Aplikasi nya lambat, susah banget verifikasi nya dan banyak banget masalah nya, intinya aku nggak puas pake aplikasi ini",1,2026-04-08,Bug Report,Login/OTP/Verifikasi,,,N,Mobile JKN
1863,b1ec479d-cb52-4005-9837-141f7a2bc038,untuk saat ini belum bisa menggunakan perdana Smarfren. Untungnya saya punya nomer yang lain selain Smarfren jadi bisa login ulang lewat JKN Corner,4,2026-07-15,Bug Report,Login/OTP/Verifikasi,,,N,Mobile JKN
13557,0f67411c-b023-4c40-a01a-1a8c9c3da8ac,bagus dan tidak mengecewakan,5,2026-04-27,Other,Other,,,N,Mobile JKN
12250,bcafccf4-43ec-4e48-9e48-021467c5a15c,terimakasih aplikasi ini sangat membantu sekali,5,2026-05-04,Other,Other,,,N,Mobile JKN
14878,d42b0bde-677c-4e31-a898-2e2ec4488108,"bagus , bisa memilih sendiri mau masuk faskes tingkat utama ke yang lebih bagus pelayanannya.",5,2026-04-19,Other,Layanan Inti,,,N,Mobile JKN
11506,9f06e882-9825-4836-bb1a-cfc7e407d0bf,"susah di download nya, bikin pusing, padahal nanti mau di pakai appnya",1,2026-05-08,Bug Report,Peforma Umum,,,N,Mobile JKN
17652,16c98e25-f170-4838-8c4f-98e2c262a7b2,aplikasi gagal. mempersulit. kode otp lewat sms sudah mencoba 4x tidak kunjung dikirim.,1,2026-04-01,Bug Report,Login/OTP/Verifikasi,,,N,Mobile JKN
1600,ec030c7d-b97b-479a-8ca3-24037d7cc527,agak sulit masuk gan..,3,2026-07-17,Bug Report,Login/OTP/Verifikasi,,,N,Mobile JKN
18853,8bbdc809-f679-4444-981f-07c6a26e477a,"aplikasi indog Tidak pernah berguna , begitu di komplain hnya jawaban robot , maaf atas tidak kenyamanan nya , aplikasi Kon",1,2026-03-20,Other,Other,,,N,Mobile JKN
12879,1966860b-48e5-493c-8044-231919c8a047,"tolong donk aplikasi pemerintah jgn dipersulit,udh 3 HR ngurus"" bgnian ga kelar"" smpe pusing saya,sya masuk diaplikasi mobile JKN ga bisa ktanya akun blm trdftr,pas sya dftr ktanya akun sudah trdftr,pdhl saya menggunakan aplikasi ini sudah LMA,tp knp skrng JD bgni,tolong diperbaiki lg sistemnya,jgn BKIN orang pusing.",2,2026-05-01,Bug Report,Login/OTP/Verifikasi,,,N,Mobile JKN
17861,c062525c-5b6f-4578-b0c4-6797b860a93e,"tidak dapat verifikasi udh nunggu lama di coba ulang"" tetap ga dapat dan jaringan udh baik emang ga dapat jelek banget",1,2026-03-31,Bug Report,Login/OTP/Verifikasi,,,N,Mobile JKN
18104,bf1bd997-b6dd-4ccf-8f50-2d2fa249d55e,Aplikasi simple,5,2026-03-30,Other,Other,,,N,Mobile JKN
17133,1f4a2de4-9a7c-416f-b09a-08360664e2a5,sangat membabtuu,5,2026-04-04,Other,Other,,,N,Mobile JKN
3779,36f4a73b-02a0-4b58-bd21-071558d161fd,ini gimana sich JKN kita yang beda nik gak bisa login kalo di 1 KK nich kalo keluarga nya berjauhan gimana misal anak di jogja kita di jakarta,1,2026-07-01,Feature Request,Login/OTP/Verifikasi,,,N,Mobile JKN
5405,5a97ce1c-a8e4-4079-ae4f-a92b6b016d86,perbaiki kode otp SMS nomer hp gagal mulu,5,2026-06-19,Bug Report,Login/OTP/Verifikasi,,,N,Mobile JKN
3423,da856e8d-ee92-4898-a6a7-4fa658578796,Baik dan mudah digunakan,5,2026-07-03,Other,Other,,,N,Mobile JKN
5723,c256319c-cb83-4a2b-aa2c-b7b770a1e59b,aplikasi sangat membantu dan mudah,5,2026-06-17,Other,Other,,,N,Mobile JKN
8196,e845db3d-cbc8-4c12-90df-4f686c67178e,"Masa setiap minta kode otp baru harus ada pulsa nya, emang ga bisa di buat gratis tah kaya google atau whatsapp gtu,,, sama verifikasi wajah, tolong lah jangan miroring jadi bingung arah nya, bikin biasa aja kan enak loh",2,2026-05-28,Feature Request,Login/OTP/Verifikasi,,,N,Mobile JKN
8217,ffe11d5e-f095-4386-9d62-803db5ec0ac5,Terima kasih BPJS,5,2026-05-28,Other,Other,,,N,Mobile JKN
12905,33b56d9d-fc04-464d-8fd1-79465b304357,"mau ganti faskes tingkat 1 susah, face recognition gajelas, udah coba berkali2 tetap gabisa, padahal sudah ngikutin instruksinya. beda sama face recognition aplikasi bank jauh lebih baik",1,2026-04-30,Bug Report,Login/OTP/Verifikasi,,,N,Mobile JKN
13957,16339c33-d5c9-4097-b889-336e77de2e76,pelayanan nya cepat dn bagus,5,2026-04-24,Other,Other,,,N,Mobile JKN
17925,0fb8c942-ea69-4913-a710-a1b866533d4f,"Alhamdulillah, bermanfaat",5,2026-03-30,Other,Other,,,N,Mobile JKN
11489,bccfcf6c-16d8-47df-b3cf-6ea9370e48e8,asli jkn sering eror banget sekrang daftar online aja susah banget,2,2026-05-08,Bug Report,Layanan Inti,,,N,Mobile JKN
12383,75a0b525-ad85-408b-b28b-7992ea494320,Sudah pakai data dan isi pulsa pun masih sulit untuk menerima OTP!!!! ga akan dosa kok mempermudah rakyat nya buat ga cemas!,2,2026-05-04,Bug Report,Login/OTP/Verifikasi,,,N,Mobile JKN
19128,0d57e2b5-b47e-41e7-aea3-4d5864ba1ee8,semangat trs dan tingkatkan kemudahan pelayanan.ny,4,2026-03-16,Other,Other,,,N,Mobile JKN
5638,d9efde30-7342-47ac-a531-584eb8d054ba,aplikasi tololl,1,2026-06-17,Other,Other,,,N,Mobile JKN
11336,ae5d9f9a-21c6-4972-91ad-d30f6e976609,setiap mau buka aplikasi harus login lg🤦‍♀️,5,2026-05-08,Bug Report,Login/OTP/Verifikasi,,,N,Mobile JKN
1206,cdb3cade-7762-4102-8952-effca57cb375,"nge bug terus padahal koneksi internet ada dan bisa buat apa aja knp cuma mau log in aja cuma muter"" doang trus ada notif periksa koneksi internet anda parah bgt",1,2026-07-21,Bug Report,Login/OTP/Verifikasi,,,N,Mobile JKN
6784,ac4b2d71-5623-4e02-85c2-19e254c1b9eb,"mau masuk aplikasi susah banget yaallah, coba lagi coba lagi, masak di biarin aja sih keluhan orang ini",1,2026-06-08,Bug Report,Login/OTP/Verifikasi,,,N,Mobile JKN
2648,10065113-551c-4942-b3c7-303427353a63,mudah di akses 👍👍,5,2026-07-08,Other,Other,,,N,Mobile JKN
12813,7c770ea3-b05a-448b-8af4-1a08329f24cd,di aplikasi tertulis setiap tanggal 10 baru ada tagihan pembayaran tapi ini baru tanggal 1 udah ada tagihan,1,2026-05-01,Bug Report,Transaksi,,,N,Mobile JKN
17805,e47b4e07-7934-4f5f-a4d4-0a6baf8c7fb1,"awal2 bingung,tp bagus",5,2026-03-31,Other,Other,,,N,Mobile JKN
7109,f46b85ac-d7c6-4a5f-960a-e008292cea0a,pendaftaran dipersulit,5,2026-06-05,Feature Request,Login/OTP/Verifikasi,,,N,Mobile JKN
1321,4fc81607-74ec-444e-adf8-071f086b5881,"aplikasi nya kurang bagus,mau daptar gagal Mulu,",3,2026-07-20,Bug Report,Login/OTP/Verifikasi,,,N,Mobile JKN
8911,9304de58-cb92-4cf3-a3ba-7ba9d5bb395a,sangat membantu dan mudah dipakai sehat selalu,5,2026-05-22,Other,Other,,,N,Mobile JKN
14891,e740ba26-81a7-4f68-9241-754b98bd46b3,saya lupa kata sandinya. saat verifikasi lewat email. pas buka email dulu lanjut buka jkn kenapa tutup lagi tutup lagi. terus gimana cara saya masukin kode verifikasinya klo emailnya ga di lihat dulu.emai juga sudah di atur notifnya tp ga muncul2,1,2026-04-19,Bug Report,Login/OTP/Verifikasi,,,N,Mobile JKN
6366,8498a561-e184-4db9-88bd-ef5592406907,goood,5,2026-06-11,Other,Other,,,N,Mobile JKN
1979,388b5683-6490-4f38-beff-ad1c8ff61538,Cukup bagus.,5,2026-07-14,Other,Other,,,N,Mobile JKN
5597,56189697-d52f-44d1-b114-d5270299abb8,perfect,5,2026-06-18,Other,Other,,,N,Mobile JKN
19877,b793a126-05d6-44d3-8993-b84873ff1fc6,bagus untuk jaminan kesehatan,4,2026-03-09,Other,Other,,,N,Mobile JKN
18654,9bf2d051-b528-4ad8-9ddd-9de4e02b16cb,mudah diakses dan mudah digunakan,5,2026-03-23,Other,Other,,,N,Mobile JKN
7639,21025c29-9e12-4ebc-a0ba-c8a3a822aa6a,"lemot,,apk gak bagus,,,, masukin kode aja balik lg baik lg,,,payah",1,2026-06-02,Bug Report,Login/OTP/Verifikasi,,,N,Mobile JKN
10441,9216b7f4-8d29-4d4e-b30f-e10dd643a350,mempersulit banget sih,1,2026-05-13,Other,Other,,,N,Mobile JKN
1969,4a3f0673-e029-4912-a51f-087a45a7e606,aplikasi yang sangat membantu,5,2026-07-14,Other,Other,,,N,Mobile JKN
7812,9ebdf41e-2135-485d-a982-bcf82a2c6853,tidak bisa registrasi,5,2026-05-31,Bug Report,Login/OTP/Verifikasi,,,N,Mobile JKN
5339,da3c4610-148d-4f0b-9d72-947455116c34,LEMOOTT NAJESS,1,2026-06-20,Bug Report,Peforma Umum,,,N,Mobile JKN
2675,bee5991a-75d1-4b0d-ab6b-dbf840267336,"aplikasi ringan dan tidak ribet, terimakasih",5,2026-07-08,Other,Other,,,N,Mobile JKN
11478,8f7f2b2f-2e47-4c30-8c17-c91124bbe491,"sudah daftar lewat online malah di puskesmas aplikasi tdk dapat diakses,",1,2026-05-08,Bug Report,Layanan Inti,,,N,Mobile JKN
11198,9c2d6764-6ee5-415b-9104-2869dcd98717,nungguin otp ga masuk daftar aja susah,1,2026-05-09,Bug Report,Login/OTP/Verifikasi,,,N,Mobile JKN
75,e3a201b6-92c0-408d-85f7-ff21fd722fa2,tidak bisa menerima SMS terus gagal padahal no nya sudah benar,1,2026-07-29,Bug Report,Login/OTP/Verifikasi,,,N,Mobile JKN
10230,27f59dd6-fca8-4980-90da-d4afc00630a0,kesulitan pas mau cetak kartu semua harus punya imel,5,2026-05-14,Feature Request,Layanan Inti,,,N,Mobile JKN
